Age,Department,EnvironmentSatisfaction,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
23,Sales,3,Sales Representative,1,2400,3.004586070723285,False,13,3,2.9915042967321184,3,0.0169266794759603,0.0192528227591007,0
36,Research & Development,4,Laboratory Technician,4,3284,0.016435253691383,False,11,3,3.86652593307884,3,7.692368357322241,11.312229684981212,0
32,Research & Development,4,Healthcare Representative,4,5825,0.0,True,11,3,2.052042096710259,1,7.014775831433514,5.114669295326421,0
23,Research & Development,1,Research Scientist,4,3863,0.8700112367067973,True,13,3,1.980709779176576,3,0.916889185488416,2.6329794282405814,0
38,Research & Development,2,Manager,3,15564,1.0639436255059214,True,14,3,3.1516111616508837,3,0.9372578574727995,6.002065053673106,0
27,Sales,4,Sales Executive,4,4156,0.9578511431478638,False,15,1,4.577838831727923,3,0.030131066318392,7.282068947704285,0
31,Research & Development,3,Laboratory Technician,2,2734,1.0572153042586525,False,20,3,1.905220779632098,3,2.001181110235595,2.1518206389159102,0
27,Human Resources,2,Human Resources,3,2857,0.0,True,11,2,2.096120264482685,2,1.0627239469298886,0.0794633725794947,1
32,Sales,4,Sales Executive,1,5369,6.841698339328765,False,13,4,2.7828155248727824,3,0.0,3.2006902132279498,0
40,Research & Development,2,Healthcare Representative,1,10601,1.9557709107504573,True,18,2,1.8880669562646368,3,0.0,6.956640088053139,0
43,Research & Development,3,Research Director,4,17078,2.9953006181486845,False,14,2,1.975359777945436,3,0.01787989500414,7.055649809936289,0
56,Research & Development,4,Manager,3,15912,2.867942388207525,False,18,2,4.509709085258377,3,3.627330026614787,6.220968282423327,0
51,Research & Development,4,Manufacturing Director,2,5214,4.563364554549317,False,18,4,3.02608730364074,3,1.0889769306028207,1.8020402182634203,0
36,Research & Development,4,Healthcare Representative,4,3810,0.8880160692116182,True,25,4,2.0116743683731384,1,0.0626871021527,6.617675484167563,0
30,Research & Development,2,Research Scientist,4,3738,8.133511440986128,False,12,2,2.888116725250887,2,0.0018906153801359,2.930232800987532,0
27,Sales,3,Sales Executive,1,4093,0.9091458023017472,True,19,4,3.0504357338497767,3,0.0,2.802244250853811,0
35,Research & Development,2,Research Scientist,1,2990,1.9135476538492069,False,11,3,2.1115039832189195,3,0.8948071150835293,2.884100126181167,1
33,Research & Development,3,Laboratory Technician,4,2417,4.305791232911743,False,11,4,3.0049914410302048,3,0.0,0.0,0
36,Research & Development,1,Laboratory Technician,4,6021,0.986721543014952,False,17,3,2.0322512818392573,2,1.0691781934792404,7.820190533088673,0
32,Sales,2,Sales Executive,3,6343,3.959958621956463,True,18,2,3.146027465973078,2,7.156284685346614,7.168508844716495,1
29,Sales,3,Sales Executive,1,8445,0.0376499983096668,False,11,3,3.059475991525982,3,6.7616592404189175,7.795406724477834,0
25,Research & Development,4,Laboratory Technician,2,1943,0.9777181953238476,False,21,4,1.919880603624711,3,0.0,0.0,0
27,Research & Development,3,Manufacturing Director,2,6361,0.9980250200617876,False,20,1,4.057607319654576,1,1.1063441194303776,4.121337804209239,0
56,Research & Development,3,Research Director,1,16370,7.884698745779156,False,11,2,2.0903663134835977,3,0.0,0.0,0
36,Sales,2,Sales Representative,4,5466,1.9993097397083783,True,20,1,3.874499266310616,2,0.0,2.790608170355332,0
31,Sales,4,Sales Representative,2,1047,1.078156225008441,False,21,2,4.493617964370684,3,0.0,0.0,0
34,Research & Development,1,Laboratory Technician,2,4008,8.636167081008873,False,10,4,4.382408866092854,3,0.0272771095201299,2.003673735775802,0
46,Research & Development,4,Healthcare Representative,1,9674,6.934967719946993,False,15,3,2.9395226004177197,3,0.076283963345831,3.0093392833813133,0
31,Sales,3,Sales Executive,4,6830,1.994072038447616,True,11,4,2.1091136789510867,3,0.9939722164877044,4.1720996603122895,0
35,Research & Development,3,Research Scientist,1,4025,1.6663541199906806,False,14,1,1.950753782814635,2,0.0289827833351335,1.95857517898182,0
52,Research & Development,1,Manufacturing Director,4,11445,2.030980949319921,False,15,4,1.9544747315627329,3,0.0,2.855328510816228,1
35,Research & Development,4,Manufacturing Director,3,11007,1.0694773572263157,True,21,2,2.295325973673694,3,5.302779990597204,13.642898131295576,0
44,Research & Development,3,Laboratory Technician,2,4263,0.9739522710630152,False,12,2,4.437065282175965,2,0.0,7.621270183078356,0
45,Research & Development,1,Manufacturing Director,2,4974,4.035770944726584,False,21,3,1.889028489563665,4,0.0197753573528496,0.0043328547741635,0
30,Research & Development,4,Research Scientist,2,3229,0.028296913334091,False,14,4,2.069785557686458,2,1.0380519727127044,0.9744535093195326,0
41,Research & Development,1,Healthcare Representative,4,6888,3.0697427480765413,False,26,2,4.725263482369001,3,0.0,0.048613125272315,0
52,Sales,4,Manager,2,18538,3.9634895674661,True,24,1,4.761106668150489,2,7.341875280801156,9.986061008136666,0
40,Research & Development,4,Research Scientist,1,4218,5.43080863610879,True,22,3,1.9768960589545648,3,0.0,3.961658038274332,0
35,Research & Development,3,Research Scientist,3,4131,0.9151344684371292,True,11,2,2.9110973338904125,3,1.1335263544179743,0.907652281183868,0
38,Research & Development,4,Research Director,1,12851,0.9888302682198,False,13,2,2.6967142598821137,3,4.9086432386634655,11.8348622763629,0
28,Research & Development,3,Research Scientist,3,2216,1.066185212095586,False,14,3,3.2350698903094486,2,0.9785398602902524,4.167158500074152,0
31,Research & Development,4,Research Scientist,4,2634,0.99881780018341,True,14,3,2.057553100265366,2,7.41970365511993,8.10521214467655,1
53,Research & Development,2,Healthcare Representative,4,6992,3.001713604428645,False,15,3,1.902966277493664,3,0.9946297800532966,2.085717066052478,0
28,Sales,2,Sales Executive,3,5569,0.9078891937496972,False,13,1,4.530384664209052,2,1.014751294006593,1.9795801907175168,0
34,Research & Development,3,Manufacturing Director,3,10916,2.888912731166762,False,20,2,3.00591344378379,4,0.971801436272924,6.030236278978901,0
27,Human Resources,3,Human Resources,4,2790,1.001030570148866,False,15,2,2.1849776769688,3,2.1201780766528016,1.925968704509651,0
36,Human Resources,3,Human Resources,2,6527,6.008892938396556,False,19,2,3.694048694406287,3,0.9112666834468126,2.0010513842929125,0
55,Sales,4,Sales Executive,1,8135,7.469322795553138,False,20,4,2.1993537547317805,4,7.877658562935084,10.84258077532482,0
28,Research & Development,1,Research Scientist,2,3269,0.0,False,18,1,1.8259821088881392,1,0.0,4.393171978555747,0
45,Research & Development,4,Research Director,1,13164,4.189311549881591,True,14,2,2.653134812402916,4,0.0,0.0,0
27,Research & Development,1,Manufacturing Director,4,4498,0.0,False,17,2,2.0096037306605474,3,1.958405309401584,2.079056111014681,0
25,Research & Development,3,Research Scientist,4,2903,1.0724795874332749,True,21,2,2.2136281580665345,2,1.936353009067037,2.0355260858495026,0
37,Sales,4,Sales Executive,4,4979,3.060720506703131,True,25,1,1.989033691939138,4,5.545026459111292,7.181763987223065,1
22,Research & Development,4,Laboratory Technician,4,2726,0.9690345114664664,True,12,2,2.0193739572434857,2,0.0834555583713962,0.0341618934393391,0
36,Sales,2,Sales Executive,1,6403,2.9751828987796336,False,14,4,3.0476796821196466,3,1.0470833578951528,6.52573135719335,0
44,Research & Development,1,Laboratory Technician,3,3596,2.0623360470170504,False,13,3,4.513350811249393,3,0.976809127442022,4.135565731049224,0
40,Research & Development,1,Healthcare Representative,4,10193,4.08053229116924,False,20,4,4.575730953042206,3,7.272002273455373,1.0084879270766245,0
33,Sales,1,Sales Executive,3,7734,0.9843786119750602,False,20,3,3.0691859960330032,3,0.0,2.152478460385145,0
40,Research & Development,1,Research Director,4,15499,2.1294028630339863,False,14,2,2.2012829758212016,3,0.0219810595472212,0.0067742281676904,0
35,Sales,3,Sales Executive,1,4022,0.0619758359234191,False,14,2,2.075173780532306,3,2.2439681181033007,8.86519796083219,0
40,Research & Development,3,Research Scientist,3,2333,8.355909090124173,True,16,4,3.715287347792754,3,0.0530543491633272,0.0,1
37,Research & Development,3,Research Scientist,3,3167,0.0,True,14,4,3.005358941942452,3,1.9935029399447464,2.0628682407854484,0
38,Research & Development,2,Laboratory Technician,3,2719,0.0497006449522933,False,15,2,1.852213344160728,4,0.03138754368129,2.8905579215102186,0
34,Research & Development,4,Healthcare Representative,1,4971,2.05488375586221,False,12,1,1.8287799086604195,4,0.009289714201925,0.0,0
47,Research & Development,3,Research Director,2,12023,0.0,False,17,1,2.7706800166036505,1,4.872665590967439,11.834571301108223,0
31,Sales,2,Sales Executive,4,4635,1.975786751302732,False,11,3,2.923804650478773,2,0.0881180620683128,2.8468395305043845,0
32,Research & Development,3,Research Scientist,1,2221,0.0,True,22,1,0.4956448447044313,3,1.156559407925645,2.1088891582337803,1
47,Research & Development,2,Manufacturing Director,3,10589,4.928314670268161,True,19,2,2.009405094032438,2,2.074247952492225,2.087040441737252,0
29,Research & Development,3,Research Scientist,3,3529,3.0992393236363656,False,14,4,3.879502012410641,4,0.9481730174500554,7.681477326997571,0
34,Sales,1,Sales Executive,1,4968,5.211018018093741,False,15,3,2.884127137477528,3,0.0,1.8753878394432768,1
45,Research & Development,1,Healthcare Representative,3,10318,5.135121897103228,False,12,4,2.930397468148823,2,1.0599227838301817,2.0722951977035,0
35,Sales,2,Sales Executive,4,6773,3.7840424845519767,False,13,1,2.019942808523743,2,0.0,0.0299441316400239,0
29,Research & Development,3,Laboratory Technician,3,3372,1.0656160593420556,False,13,1,4.445357393504891,2,7.181187157514541,8.760447495025904,0
39,Research & Development,2,Research Scientist,3,3489,1.0234235213945433,False,14,3,2.863008928210113,3,0.0,7.486504967179455,0
41,Sales,4,Sales Executive,3,8623,0.974501806131036,False,12,2,3.0273300566827985,3,7.498379546844384,6.842847514023381,0
20,Research & Development,4,Research Scientist,4,2692,0.9366683005694528,False,19,1,2.976552061273452,2,0.0,0.0,1
33,Sales,3,Sales Representative,3,2289,1.1339466252569967,True,19,4,2.251673588075273,3,0.0033541645580142,0.0,0
39,Research & Development,4,Manufacturing Director,1,10134,1.132256905197485,True,13,3,2.198865080225838,3,1.8616235004402573,7.427010609656003,0
44,Research & Development,3,Laboratory Technician,2,4694,4.102524598278095,False,14,2,2.885400296288174,3,0.0228145497587977,0.022584726470822,0
21,Research & Development,4,Research Scientist,3,3367,0.0,False,12,4,2.058504799191295,4,1.0615476488248088,1.9935839077113449,0
26,Research & Development,1,Research Scientist,1,2127,6.359950309230491,True,14,2,1.712429005966693,3,1.00736103930808,2.0025770258914983,1
22,Research & Development,3,Research Scientist,4,1251,1.0375355889709106,False,14,4,4.074938601395024,3,0.0,0.0640470138961817,0
39,Research & Development,4,Research Scientist,2,3473,8.233500402462704,True,14,4,1.9659466357078643,3,0.0,0.0,0
41,Research & Development,4,Research Scientist,4,5534,3.031870237889868,True,13,1,4.135452380163728,2,3.0321480059237684,3.285421972787012,0
46,Research & Development,1,Laboratory Technician,1,5506,0.9210317921552792,False,19,1,2.018642640264028,3,7.51637211741803,10.967847070899406,0
21,Research & Development,3,Research Scientist,4,1240,1.020564221271779,False,14,4,4.215178196331232,3,0.0,0.0176337223951792,0
43,Research & Development,1,Research Scientist,3,4100,0.9525832780678654,True,14,1,2.951116964046312,1,0.9851355266087214,8.065627189230321,0
61,Research & Development,2,Research Scientist,2,4777,8.469859676133145,True,18,1,1.9815136630678745,3,3.827846696601042,3.208349153038023,1
30,Sales,2,Sales Representative,4,1067,0.937353968880926,False,13,3,3.123914910207445,2,0.0,0.0156587247272218,1
32,Research & Development,2,Healthcare Representative,1,7596,3.97639202539448,False,12,3,4.264370796215181,3,0.0504614793686883,2.0669736248142856,0
32,Human Resources,4,Human Resources,2,2260,2.958615705410198,True,11,3,3.908294076855493,4,0.0252942445953231,3.020141004488915,0
43,Sales,4,Sales Executive,2,9590,1.9325421932742592,True,12,3,2.230264310512061,3,0.9003632012519341,0.0,1
34,Research & Development,4,Manager,2,12381,5.812785598482106,False,10,2,2.165265985084341,3,7.405959150551235,8.166755747394486,0
26,Human Resources,1,Human Resources,2,3053,0.9156673552427624,False,12,1,1.933563880562526,3,0.0,0.0170035020846096,1
27,Sales,2,Sales Executive,2,6472,1.0171850220994505,False,17,1,2.827828501128805,3,0.0477822527802072,6.74225822077099,0
27,Sales,4,Sales Executive,4,4710,1.03113310374098,True,20,2,3.2483189651479063,3,0.0090915816362622,3.8521769554140417,0
42,Research & Development,3,Manager,4,17195,0.9352906958782734,False,11,4,2.955964397293557,3,7.579562402582233,15.175213104516862,0
38,Sales,3,Sales Representative,4,3076,5.156418331802081,False,16,2,2.95630202523394,3,0.0,0.0777003436942996,0
20,Sales,4,Sales Representative,4,2217,1.0410315185511436,True,14,2,3.0496197460943244,3,0.0,2.209029469231638,1
57,Research & Development,1,Research Scientist,3,3081,1.8035573108965488,False,20,2,4.1363429789736506,3,0.0007764389572942,3.0613802668256027,0
38,Research & Development,4,Healthcare Representative,1,10124,4.280141275007502,False,15,1,4.113505275469782,3,1.0702361173902883,7.109030350458015,0
45,Sales,1,Sales Executive,1,4368,0.9065917763438062,False,16,1,1.9245722464402568,3,4.125488842511521,4.97301887274795,0
39,Research & Development,2,Research Scientist,4,4981,2.099867796670213,False,19,4,0.4362165022142004,4,0.0003109431519441,2.811357265453297,0
35,Research & Development,4,Manufacturing Director,2,4758,0.0,True,10,4,1.8923483087667952,3,0.0723541686016582,1.880561792079484,0
44,Research & Development,3,Manager,4,17026,1.037436877991993,True,10,3,3.270344762162717,2,2.8206419054783733,0.062049545475047,0
34,Sales,3,Sales Representative,2,3926,2.061561974945446,False,10,1,4.613051533022224,3,0.9416894683596893,2.0469409513487333,0
40,Research & Development,4,Research Director,1,13762,1.198283360962711,False,14,2,2.7986221547044416,3,5.194718804606531,10.536537110489665,0
41,Research & Development,3,Manager,1,16309,1.1074170114708195,True,14,4,3.1081120880648525,3,7.609295075419113,8.844837843423278,0
25,Research & Development,4,Manufacturing Director,3,5042,0.8726701645205854,False,16,3,4.42396729821884,3,0.0,7.252519497809301,0
35,Sales,2,Sales Executive,1,5644,0.0411766003869473,False,15,4,2.0502671442107303,1,0.0,3.8784489580200607,0
37,Research & Development,3,Healthcare Representative,4,5263,4.961923519431653,False,14,4,1.833338289988349,4,0.0160135957341298,0.0181160572625012,0
40,Research & Development,3,Research Scientist,3,1792,2.1023923366990926,False,14,2,1.9934642057448455,3,0.0,1.9111015992317983,0
34,Research & Development,1,Laboratory Technician,2,2499,0.0089287492827374,False,13,3,4.452994825066049,3,0.0,3.1093841521906294,0
50,Research & Development,1,Laboratory Technician,4,2474,3.745054236140391,False,18,2,4.456311180964659,3,0.027456415753021,0.0,0
42,Research & Development,3,Laboratory Technician,4,5074,2.128437851238388,True,14,2,0.9873998263794388,2,0.9954525136947632,2.7645637548887665,0
32,Sales,4,Sales Executive,3,6705,1.1094895770020132,False,12,4,1.955443650960773,2,0.0,0.0,0
31,Research & Development,3,Laboratory Technician,2,2401,6.234623189625097,False,21,3,2.899777828045484,3,0.0,2.064760145355573,0
19,Sales,4,Sales Representative,2,2204,0.914382816979434,True,14,2,2.942380409547096,4,0.0,0.0,1
50,Research & Development,4,Manufacturing Director,2,13770,2.901692726108245,False,15,2,0.9012541434964682,2,0.0,2.93687408515061,0
43,Research & Development,1,Research Scientist,4,1975,0.9837519226174868,False,13,4,4.646200916387116,3,7.0923333451243895,7.62106207655317,0
30,Sales,2,Sales Representative,3,2807,5.676140154889621,True,18,3,2.863578857868021,3,0.0,2.0212401668670266,1
30,Sales,2,Sales Executive,4,6999,3.871250943312933,False,11,2,2.867292888955818,2,6.792346472704104,7.48283961476145,0
26,Human Resources,4,Human Resources,2,2241,0.0387313826478928,True,11,3,2.8080229161981864,3,0.992103558814852,3.679278242404776,1
27,Research & Development,3,Laboratory Technician,4,2315,5.2032559331154005,False,12,1,2.074755593008523,2,0.0084842989010432,2.97872218395898,1
35,Research & Development,4,Research Scientist,2,2922,4.654316212404134,False,16,4,1.8240073237206345,2,1.043304538597069,7.109791499861658,0
51,Research & Development,2,Research Director,4,15136,1.7319277330052052,False,12,4,3.9856322202195273,4,0.0185720122568756,0.0002747809644324,0
43,Sales,4,Sales Executive,1,10752,3.5769717987502982,True,12,3,1.825408044204911,3,0.0132131879633699,2.0398040015956687,0
26,Sales,1,Sales Executive,3,8370,1.874179724866256,False,17,4,2.812525585711571,3,1.8688271729077977,2.009879482175044,0
38,Research & Development,4,Manufacturing Director,4,12771,0.993228019080636,False,16,3,3.0814884892609387,3,8.013893738514623,7.953540596010151,0
18,Sales,2,Sales Representative,2,1754,1.0278825669599962,True,15,4,2.766856667822617,3,0.0,0.0,1
34,Research & Development,1,Research Director,1,11331,8.923852755651659,False,14,1,2.074645072249797,3,0.042414366629312,4.9615259961894935,0
30,Research & Development,4,Research Scientist,1,2229,6.237474327667369,True,20,3,4.445707250857308,3,0.0,0.0,1
44,Human Resources,2,Human Resources,2,2255,0.8984632379541998,False,16,1,3.321952630357854,3,0.0235139236371728,4.145778987277059,0
49,Sales,1,Sales Representative,3,2632,0.8808649541323936,True,14,3,2.102505166546693,3,0.0,1.9864923920155413,1
34,Sales,3,Sales Executive,1,6412,5.257210512923066,False,17,2,1.0346468712132342,3,0.9514007652087986,1.9798480425540363,0
23,Research & Development,2,Laboratory Technician,4,3018,1.104543206586557,False,15,3,4.39931803381589,3,0.0,0.0,0
49,Sales,3,Sales Executive,4,10069,0.9585377759716692,False,17,4,2.93074999424089,3,4.310519149579951,7.0678058308560505,1
35,Research & Development,3,Manufacturing Director,2,5156,8.954599705815648,True,11,4,1.831858593568388,3,4.983408440829213,12.590321013250554,0
49,Research & Development,1,Manager,4,16203,2.0308017440348194,False,22,3,2.860558785332722,2,1.917768863834397,0.9750047887967156,0
31,Sales,4,Sales Executive,1,10068,0.0305613428828791,True,22,1,2.016282596591529,3,4.2963336337598905,7.4300027883820094,1
47,Sales,3,Sales Executive,2,4944,6.602699423215748,False,11,4,2.8754359262087754,1,0.0103582807724586,0.0,0
35,Research & Development,4,Manufacturing Director,2,5576,6.934264134023306,False,13,2,2.905310688857904,3,0.0172574317643678,1.833592596718647,0
21,Research & Development,2,Laboratory Technician,4,1174,0.9800085705341476,False,23,3,3.0025905804935893,2,1.11868097979222,0.0138159786398977,1
33,Research & Development,2,Laboratory Technician,4,4162,6.3465460598505015,True,13,3,1.9525691688625253,1,2.23032775965391,1.836534765846694,1
48,Human Resources,3,Manager,2,13628,0.9219131404269169,True,12,2,2.0806367866042543,3,0.0,9.917543819584374,0
37,Research & Development,4,Research Scientist,2,7405,4.251838272217774,True,24,4,2.001498889626088,3,0.0,0.0428256855935948,0
18,Human Resources,1,Human Resources,4,2578,1.055008858832886,False,12,3,3.02284808630224,4,0.0090412439799001,0.0265323796833758,1
30,Research & Development,4,Laboratory Technician,4,3788,0.8317195682791891,True,12,2,2.1740896711586397,3,1.937974117795824,1.9386451067901207,0
31,Research & Development,3,Manufacturing Director,3,4314,0.0,False,13,4,1.9601259868427945,3,1.0187133758778442,3.834698837688129,0
31,Research & Development,1,Manufacturing Director,3,9628,8.019152513945405,False,14,2,3.0637661956475317,3,0.0,2.0526676315428545,0
35,Research & Development,2,Research Scientist,4,5440,8.849773769196451,False,17,2,2.940136188142499,2,1.8084695048683528,0.9762244627236144,0
26,Research & Development,1,Research Scientist,4,4173,0.0,False,11,4,2.2109337863661658,3,0.880415822793025,0.9381282823587802,0
43,Research & Development,1,Research Director,4,16710,2.075992488346504,False,15,2,1.895556720163612,3,0.0305715870069781,0.0515634902799194,0
28,Research & Development,3,Manufacturing Director,4,6001,2.1710234668651798,False,21,3,2.0960634819392823,3,0.0,2.168539281185748,0
38,Research & Development,3,Manufacturing Director,3,9235,0.9334411998731456,False,16,3,2.133220059669636,3,6.530309747843307,7.906067510881337,0
25,Research & Development,2,Research Scientist,3,3011,0.9172576675922576,True,12,3,3.032329803011565,2,0.9170306544000298,0.0,0
54,Research & Development,4,Healthcare Representative,3,5697,1.981116633336334,True,13,4,1.8631767697679893,3,0.8952651823074662,1.8622220614182965,0
46,Research & Development,1,Laboratory Technician,4,2930,1.7245817071823928,True,24,3,2.0083711539880853,2,0.0,1.772295296742608,0
57,Research & Development,1,Research Scientist,3,3038,1.8873961462762407,False,20,2,3.7823551789498064,3,0.0,2.805906933996145,0
27,Research & Development,3,Healthcare Representative,4,6613,0.9820269957777796,True,11,2,2.002308966731369,3,0.899968787066214,0.0064817347313478,0
23,Research & Development,4,Research Scientist,3,1145,0.9909668948889376,False,22,4,2.2628882935233627,3,0.0190729668713477,0.9127584810103267,0
33,Research & Development,1,Research Scientist,4,2855,0.9887923565722768,False,13,3,3.9757095697167695,1,0.0214045074237005,0.0040119812590913,0
36,Sales,4,Sales Executive,3,4789,0.0374720236268902,True,19,3,0.4828437775667957,2,2.961321629770284,2.060114261170262,1
43,Sales,4,Sales Executive,4,10914,3.0416604574463717,False,14,4,3.159990003582447,4,8.213009087410322,14.626367367024036,0
43,Sales,3,Sales Executive,2,6200,0.9689408253794674,False,13,1,3.906476197248624,3,7.881383873804038,9.563127803795808,0
33,Sales,4,Sales Executive,4,4755,0.0,False,17,4,1.9793283754103568,4,0.0033959990152483,6.745796103921276,0
54,Sales,2,Sales Executive,2,8512,8.127180262188366,True,19,3,1.9276033294845936,2,7.120867141090553,7.287119626547231,1
28,Research & Development,4,Manufacturing Director,2,7482,0.0237734643494795,False,16,2,3.2105914782744547,2,0.9559651478776529,6.5989107662192605,0
43,Sales,2,Sales Executive,3,4823,1.043509151666732,False,25,3,2.699027679234548,3,7.751683275022633,6.1808772116852415,0
39,Research & Development,1,Laboratory Technician,1,2006,2.8816090826415723,True,14,2,3.0986295724592416,1,0.0,2.817126113125152,1
27,Research & Development,4,Research Scientist,2,2086,6.144718399935034,False,18,4,1.1291275617446033,1,1.799351863185216,1.9326863954019915,0
47,Sales,3,Sales Executive,4,8844,2.3445770452832004,True,18,3,3.0597268758740417,3,0.9401147144207764,1.9832501811643688,0
58,Sales,3,Sales Executive,4,5297,4.939408902811289,False,17,4,2.1948171685827726,3,0.0889230097242124,5.203326779871251,0
40,Research & Development,4,Healthcare Representative,4,4627,8.99312982109837,False,13,4,4.622780209930736,1,0.0,1.917647511267368,0
43,Sales,4,Sales Executive,1,10319,5.005942064032925,True,21,3,1.9495180103816252,3,0.8589500737245372,10.797208815207467,0
35,Research & Development,4,Laboratory Technician,3,2417,6.967900805427846,True,11,3,3.0525687563761013,3,2.140898251720514,2.2240205735476626,0
44,Research & Development,4,Research Director,2,17188,1.0020984490518834,False,10,3,1.928167782328965,3,7.883437900983472,6.303882522242804,0
27,Research & Development,3,Research Scientist,3,4786,6.138609299197397,False,17,4,2.770588610203116,2,1.9577355522681847,0.9827932323917036,1
30,Research & Development,2,Laboratory Technician,1,2149,0.966366272488884,True,11,4,4.040653199786958,2,0.0,7.290436556447336,1
51,Research & Development,4,Research Director,2,16898,3.9246309554126833,False,13,2,1.9432170574059024,2,7.244707429463362,7.471454216601525,0
41,Research & Development,3,Research Scientist,4,4533,3.1538355096775024,True,13,4,3.246410758358852,1,0.0,0.0,0
38,Research & Development,4,Manufacturing Director,4,13069,1.0131525264284682,False,15,3,2.9745303946309223,3,7.627527164855029,8.684809228058985,0
38,Sales,3,Sales Executive,4,7556,2.0658967750589787,False,12,1,3.463247950062079,3,0.8635340573288739,3.0017533100200158,0
35,Research & Development,2,Laboratory Technician,3,5921,4.493205734716146,False,13,1,1.1054269913976316,3,6.504097820750465,7.323551530614496,0
43,Research & Development,4,Research Scientist,4,4635,0.9689631068018985,False,26,2,2.988084909120956,3,7.225267048670711,14.418041242110732,0
60,Research & Development,4,Manufacturing Director,4,10558,6.355971481152819,False,13,4,4.556706931292539,2,4.603401534573154,3.826343725213734,0
38,Research & Development,2,Manufacturing Director,4,7420,3.9626532974699775,False,16,4,2.8573635103013046,4,1.0220658917951997,1.9082967397159496,0
36,Research & Development,4,Laboratory Technician,4,5248,0.1045395021973779,False,12,2,0.4412185388479441,3,0.0,0.0197807081253359,0
37,Research & Development,2,Laboratory Technician,3,5614,4.260530817424185,False,14,1,1.033913535881746,3,7.468989172832201,7.185745396848564,0
29,Research & Development,4,Research Scientist,4,2577,1.0014113346010922,True,24,2,2.949840331487194,2,0.9424670643906748,0.0057431274822058,1
19,Research & Development,1,Laboratory Technician,3,3180,1.007222149457426,False,12,1,2.1280106491840574,2,1.0923965650672458,1.8049246975036888,0
33,Sales,3,Sales Executive,4,5791,1.0418847384628085,False,15,3,3.911374195355424,4,0.0039926255087842,7.907998117144333,0
34,Research & Development,3,Research Scientist,4,2616,0.0016272155761069,False,14,1,2.0984057704005927,4,0.0,2.056181862312736,0
40,Research & Development,3,Healthcare Representative,2,13406,0.9646368910512408,False,23,4,2.8550275743811904,2,7.175481158780348,11.527973391315667,0
38,Research & Development,3,Research Scientist,1,5922,4.2011895718719465,True,13,1,1.9406575133919497,3,6.0562065813708434,7.302721459418245,0
45,Research & Development,2,Healthcare Representative,1,5282,2.076752588350607,False,15,4,4.288062294201763,3,2.04641740286952,2.082730078926317,0
43,Research & Development,1,Research Scientist,3,2588,3.959478833461127,False,13,3,2.136462818783439,2,1.1779750103192297,2.131027353039291,0
31,Research & Development,1,Laboratory Technician,1,4056,6.631235464277088,False,22,1,1.7901944426948189,4,0.0,3.694812823437107,1
33,Research & Development,1,Research Director,1,11330,9.26011841268934,False,15,1,2.033205957070388,3,0.0144149590126914,4.719317072652469,0
30,Research & Development,3,Research Scientist,1,2375,0.0,True,22,1,0.5326315214261726,3,1.1596170560788284,1.866846601529299,1
26,Sales,1,Sales Executive,2,6141,0.9948839700934856,False,20,4,4.638317626001461,4,1.0997480054371374,4.229020492999313,0
32,Sales,2,Sales Representative,2,2295,0.0640925293955932,False,14,2,1.9285080963144323,3,1.9982781571278585,1.8854685948964505,0
49,Research & Development,4,Laboratory Technician,2,2488,5.217285227087445,False,12,3,3.646445573699057,2,0.0703174029458202,0.0647015236765918,0
24,Sales,4,Sales Representative,2,983,1.0295206908659509,False,22,2,4.769168170382226,3,0.0,0.0364657486292911,0
50,Research & Development,4,Research Director,1,14610,5.050311221156737,False,15,3,2.9695495115440127,3,1.0205879001106637,11.24583840299561,0
27,Research & Development,2,Laboratory Technician,1,4566,0.8271649609001284,True,19,4,2.928262464464586,3,1.0097481604815024,4.772297818810973,0
47,Sales,1,Manager,3,12062,3.022123033747808,False,21,2,3.0904357873977704,1,0.0005315140651075,0.0134352535008103,0
32,Research & Development,3,Laboratory Technician,4,2634,3.911069232189596,False,11,4,3.093417212285169,3,0.0156479614231693,0.0,0
36,Research & Development,3,Healthcare Representative,3,5837,0.91386944143802,True,13,4,1.8553977905677252,4,0.0248534296687765,2.0978045621298165,0
36,Sales,2,Sales Executive,1,5349,0.0,False,15,4,1.8901511910617783,1,0.0852645751759844,3.9920521583938986,0
37,Research & Development,4,Manufacturing Director,3,8536,0.0,False,22,2,2.063352737564651,3,1.0524140394132249,7.915230411700234,0
54,Research & Development,3,Manufacturing Director,1,4486,6.262602350922791,True,19,4,3.0274241771667,3,0.963961051948356,4.347025320050941,0
35,Research & Development,3,Research Scientist,1,3691,1.9314460917297176,False,14,1,2.049085591907255,2,0.0,1.9737235128278563,0
43,Human Resources,3,Manager,1,16718,0.0,False,14,3,4.622785490815062,3,0.0700047316578051,9.120820470028807,0
30,Research & Development,3,Manufacturing Director,2,10484,1.0472902353564215,False,25,4,4.6111375591635495,4,0.0702924152946237,8.189641728793044,0
41,Sales,4,Manager,2,15576,1.0087386587815512,False,20,2,2.182024314698615,3,0.0099708677136744,3.9760544466650223,0
20,Research & Development,4,Research Scientist,1,2738,1.0286088620438,True,15,1,1.870146792163441,3,0.0,0.0549001529461674,1
